year,title,genres,boxOffice,rank,category,winner
2010,Inglourious Basterds,"Adventure,Drama,War",139827234,23,Best Cinematography,false
2010,Das weiße Band - Eine deutsche Kindergeschichte,"Drama,History,Mystery",2578270,177,Best Cinematography,false
2010,Avatar,"Action,Adventure,Fantasy",882188844,1,Best Visual Effects,true
2010,District 9,"Sci-Fi,Thriller",134149632,25,Best Visual Effects,false
2010,Star Trek,"Action,Adventure,Sci-Fi",298966822,7,Best Visual Effects,false
2009,Slumdog Millionaire,"Drama,Romance",165344315,17,Best Picture,true
2009,Frost/Nixon,"Biography,Drama,History",21753992,120,Best Picture,false
2009,Milk,"Biography,Drama",37254319,89,Best Picture,false
2009,The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",149185911,21,Best Picture,false
2009,The Reader,"Drama,Romance",40007456,82,Best Picture,false
2009,Slumdog Millionaire,"Drama,Romance",165344315,17,Best Directing,true
2009,L'étrange histoire de Benjamin Button,"Drama,Fantasy,Romance",149185911,21,Best Directing,false
2009,Harvey Milk,"Biography,Drama",37254319,89,Best Directing,false
2009,"Frost/Nixon, l'heure de vérité","Biography,Drama,History",21753992,120,Best Directing,false
2009,The Reader,"Drama,Romance",40007456,82,Best Directing,false
2009,Milk,"Biography,Drama",37254319,89,Best Original Screenplay,true
2009,Happy-Go-Lucky,"Comedy,Drama,Romance",4088547,171,Best Original Screenplay,false
2009,In Bruges,"Comedy,Crime,Drama",9075842,154,Best Original Screenplay,false
2009,Frozen River,"Crime,Drama",2935343,182,Best Original Screenplay,false
2009,WALL·E,"Animation,Adventure,Family",261855551,5,Best Original Screenplay,false
2009,Slumdog Millionaire,"Drama,Romance",165344315,17,Best Adapted Screenplay,true
2009,Doubt,"Drama,Mystery",39104390,85,Best Adapted Screenplay,false
2009,Frost/Nixon,"Biography,Drama,History",21753992,120,Best Adapted Screenplay,false
2009,The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",149185911,21,Best Adapted Screenplay,false
2009,The Reader,"Drama,Romance",40007456,82,Best Adapted Screenplay,false
2009,Slumdog Millionaire,"Drama,Romance",165344315,17,Best Cinematography,true
2009,Changeling,"Biography,Crime,Drama",41815568,80,Best Cinematography,false
2009,The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",149185911,21,Best Cinematography,false
2009,The Dark Knight,"Action,Crime,Drama",625784379,1,Best Cinematography,false
2009,The Reader,"Drama,Romance",40007456,82,Best Cinematography,false
2009,The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",149185911,21,Best Visual Effects,true
2009,Iron Man,"Action,Adventure,Sci-Fi",372542158,2,Best Visual Effects,false
2009,The Dark Knight,"Action,Crime,Drama",625784379,1,Best Visual Effects,false
2008,No Country for Old Men,"Crime,Drama,Thriller",86911841,36,Best Picture,true
2008,Juno,"Comedy,Drama",167889460,14,Best Picture,false
2008,Michael Clayton,"Crime,Drama,Mystery",57369641,55,Best Picture,false
2008,Atonement,"Drama,Mystery,Romance",59584668,50,Best Picture,false
2008,There Will Be Blood,"Drama",47060341,66,Best Picture,false
2008,"No Country for Old Men - Non, ce pays n'est pas pour le vieil homme","Crime,Drama,Thriller",86911841,36,Best Directing,true
2008,Juno,"Comedy,Drama",167889460,14,Best Directing,false
2008,Le scaphandre et le papillon,"Biography,Drama",7008387,161,Best Directing,false
2008,There Will Be Blood,"Drama",47060341,66,Best Directing,false
2008,Michael Clayton,"Crime,Drama,Mystery",57369641,55,Best Directing,false
2008,Juno,"Comedy,Drama",167889460,14,Best Original Screenplay,true
2008,The Savages,"Comedy,Drama",7734081,159,Best Original Screenplay,false
2008,Michael Clayton,"Crime,Drama,Mystery",57369641,55,Best Original Screenplay,false
2008,Ratatouille,"Animation,Adventure,Comedy",241541415,10,Best Original Screenplay,false
2008,Lars and the Real Girl,"Comedy,Drama,Romance",6988274,162,Best Original Screenplay,false
2008,No Country for Old Men,"Crime,Drama,Thriller",86911841,36,Best Adapted Screenplay,true
2008,Le scaphandre et le papillon,"Biography,Drama",7008387,161,Best Adapted Screenplay,false
2008,Away from Her,"Drama",5348679,187,Best Adapted Screenplay,false
2008,Atonement,"Drama,Mystery,Romance",59584668,50,Best Adapted Screenplay,false
2008,There Will Be Blood,"Drama",47060341,66,Best Adapted Screenplay,false
2008,There Will Be Blood,"Drama",47060341,66,Best Cinematography,true
2008,The Assassination of Jesse James by the Coward Robert Ford,"Biography,Crime,Drama",4568828,183,Best Cinematography,false
2008,Le scaphandre et le papillon,"Biography,Drama",7008387,161,Best Cinematography,false
2008,No Country for Old Men,"Crime,Drama,Thriller",86911841,36,Best Cinematography,false
2008,Atonement,"Drama,Mystery,Romance",59584668,50,Best Cinematography,false
2008,The Golden Compass,"Adventure,Family,Fantasy",82026041,39,Best Visual Effects,true
2008,Pirates of the Caribbean: At World's End,"Action,Adventure,Fantasy",362021897,4,Best Visual Effects,false
2008,Transformers,"Action,Adventure,Sci-Fi",373314013,3,Best Visual Effects,false
2007,The Departed,"Crime,Drama,Thriller",161508864,16,Best Picture,true
2007,Babel,"Drama",41849461,89,Best Picture,false
2007,Letters from Iwo Jima,"Drama,History,War",16782420,134,Best Picture,false
2007,Little Miss Sunshine,"Comedy,Drama",73067139,50,Best Picture,false
2007,The Queen,"Biography,Drama,History",68858887,56,Best Picture,false
2007,Les infiltrés,"Crime,Drama,Thriller",161508864,16,Best Directing,true
2007,Babel,"Drama",41849461,89,Best Directing,false
2007,Lettres d'Iwo Jima,"Drama,History,War",16782420,134,Best Directing,false
2007,Vol 93,"Drama,History,Thriller",38511903,92,Best Directing,false
2007,The Queen,"Biography,Drama,History",68858887,56,Best Directing,false
2007,Little Miss Sunshine,"Comedy,Drama",73067139,50,Best Original Screenplay,true
2007,Babel,"Drama",41849461,89,Best Original Screenplay,false
2007,El laberinto del fauno,"Drama,Fantasy,War",45914230,78,Best Original Screenplay,false
2007,Letters from Iwo Jima,"Drama,History,War",16782420,134,Best Original Screenplay,false
2007,The Queen,"Biography,Drama,History",68858887,56,Best Original Screenplay,false
2007,The Departed,"Crime,Drama,Thriller",161508864,16,Best Adapted Screenplay,true
2007,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Comedy",156777268,17,Best Adapted Screenplay,false
2007,Notes on a Scandal,"Crime,Drama,Romance",21360577,119,Best Adapted Screenplay,false
2007,Children of Men,"Drama,Sci-Fi,Thriller",43373907,86,Best Adapted Screenplay,false
2007,Little Children,"Drama,Romance",6664883,182,Best Adapted Screenplay,false
2007,El laberinto del fauno,"Drama,Fantasy,War",45914230,78,Best Cinematography,true
2007,The Illusionist,"Drama,Mystery,Romance",48639743,73,Best Cinematography,false
2007,The Black Dahlia,"Crime,Drama,Mystery",27472356,104,Best Cinematography,false
2007,The Prestige,"Drama,Mystery,Sci-Fi",64769667,60,Best Cinematography,false
2007,Children of Men,"Drama,Sci-Fi,Thriller",43373907,86,Best Cinematography,false
2007,Pirates of the Caribbean: Dead Man's Chest,"Action,Adventure,Fantasy",516445290,1,Best Visual Effects,true
2007,Poseidon,"Action,Adventure,Drama",74023276,48,Best Visual Effects,false
2007,Superman Returns,"Action,Adventure",244099054,7,Best Visual Effects,false
2006,Crash,"Crime,Drama,Thriller",68225375,57,Best Picture,true
2006,"Good Night, and Good Luck.","Biography,Drama,History",39376522,89,Best Picture,false
2006,Brokeback Mountain,"Drama,Romance",103804701,22,Best Picture,false
2006,Munich,"Drama,History,Thriller",59254606,61,Best Picture,false
2006,Capote,"Biography,Crime,Drama",35934462,95,Best Picture,false
2006,Le secret de Brokeback Mountain,"Drama,Romance",103804701,22,Best Directing,true
2006,Truman Capote,"Biography,Crime,Drama",35934462,95,Best Directing,false
2006,"Good Night, and Good Luck","Biography,Drama,History",39376522,89,Best Directing,false
2006,Collision,"Crime,Drama,Thriller",68225375,57,Best Directing,false
2006,Munich,"Drama,History,Thriller",59254606,61,Best Directing,false
2006,Crash,"Crime,Drama,Thriller",68225375,57,Best Original Screenplay,true
2006,"Good Night, and Good Luck.","Biography,Drama,History",39376522,89,Best Original Screenplay,false
2006,The Squid and the Whale,"Comedy,Drama",9202625,159,Best Original Screenplay,false
2006,Match Point,"Drama,Romance,Thriller",28862407,108,Best Original Screenplay,false
2006,Syriana,"Drama,Thriller",63530775,55,Best Original Screenplay,false
2006,Brokeback Mountain,"Drama,Romance",103804701,22,Best Adapted Screenplay,true
2006,A History of Violence,"Drama,Thriller",39367227,90,Best Adapted Screenplay,false
2006,Munich,"Drama,History,Thriller",59254606,61,Best Adapted Screenplay,false
2006,The Constant Gardener,"Drama,Mystery,Romance",41974746,80,Best Adapted Screenplay,false
2006,Capote,"Biography,Crime,Drama",35934462,95,Best Adapted Screenplay,false
2006,Memoirs of a Geisha,"Drama,Romance",71863135,45,Best Cinematography,true
2006,Batman Begins,"Action,Adventure,Thriller",258565540,7,Best Cinematography,false
2006,"Good Night, and Good Luck.","Biography,Drama,History",39376522,89,Best Cinematography,false
2006,The New World,"Biography,Drama,History",15890116,138,Best Cinematography,false
2006,Brokeback Mountain,"Drama,Romance",103804701,22,Best Cinematography,false
2006,King Kong,"Action,Adventure,Drama",272600031,5,Best Visual Effects,true
2006,War of the Worlds,"Adventure,Sci-Fi,Thriller",292850442,4,Best Visual Effects,false
2006,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",364637306,2,Best Visual Effects,false
2005,Million Dollar Baby,"Drama,Sport",129634941,23,Best Picture,true
2005,The Aviator,"Biography,Drama,History",132365386,21,Best Picture,false
2005,Finding Neverland,"Biography,Drama,Family",66667990,60,Best Picture,false
2005,Ray,"Biography,Drama,Music",97177764,36,Best Picture,false
2005,Sideways,"Comedy,Drama,Romance",92239634,39,Best Picture,false
2005,Million Dollar Baby,"Drama,Sport",129634941,23,Best Directing,true
2005,Sideways,"Comedy,Drama,Romance",92239634,39,Best Directing,false
2005,Aviator,"Biography,Drama,History",132365386,21,Best Directing,false
2005,Vera Drake,"Crime,Drama",4842409,176,Best Directing,false
2005,Ray,"Biography,Drama,Music",97177764,36,Best Directing,false
2005,Eternal Sunshine of the Spotless Mind,"Drama,Romance,Sci-Fi",44376388,79,Best Original Screenplay,true
2005,The Aviator,"Biography,Drama,History",132365386,21,Best Original Screenplay,false
2005,Hotel Rwanda,"Biography,Drama,History",30354850,96,Best Original Screenplay,false
2005,The Incredibles,"Animation,Action,Adventure",337259008,5,Best Original Screenplay,false
2005,Vera Drake,"Crime,Drama",4842409,176,Best Original Screenplay,false
2005,Sideways,"Comedy,Drama,Romance",92239634,39,Best Adapted Screenplay,true
2005,Before Sunset,"Drama,Romance",7472740,159,Best Adapted Screenplay,false
2005,Diarios de motocicleta,"Adventure,Biography,Drama",21615719,115,Best Adapted Screenplay,false
2005,Million Dollar Baby,"Drama,Sport",129634941,23,Best Adapted Screenplay,false
2005,Finding Neverland,"Biography,Drama,Family",66667990,60,Best Adapted Screenplay,false
2005,The Aviator,"Biography,Drama,History",132365386,21,Best Cinematography,true
2005,The Passion of the Christ,"Drama",478309979,3,Best Cinematography,false
2005,The Phantom of the Opera,"Drama,Musical,Romance",66136771,62,Best Cinematography,false
2005,Shi mian mai fu,"Action,Adventure,Drama",14254621,137,Best Cinematography,false
2005,Un long dimanche de fiançailles,"Drama,Mystery,Romance",7956483,157,Best Cinematography,false
2005,Spider-Man 2,"Action,Adventure,Sci-Fi",481925714,2,Best Visual Effects,true
2005,Harry Potter and the Prisoner of Azkaban,"Adventure,Family,Fantasy",321672757,6,Best Visual Effects,false
2005,"I, Robot","Action,Crime,Drama",186793319,12,Best Visual Effects,false
2004,The Lord of the Rings: The Return of the King,"Action,Adventure,Drama",502535053,2,Best Picture,true
2004,Lost in Translation,"Drama",59298652,65,Best Picture,false
2004,Master and Commander: The Far Side of the World,"Action,Adventure,Drama",124924133,31,Best Picture,false
2004,Mystic River,"Crime,Drama,Mystery",119879804,33,Best Picture,false
2004,Seabiscuit,"Drama,History,Sport",159969545,17,Best Picture,false
2004,Lost in Translation,"Drama",59298652,65,Best Original Screenplay,true
2004,Dirty Pretty Things,"Crime,Drama,Thriller",10788108,148,Best Original Screenplay,false
2004,In America,"Drama",20667223,122,Best Original Screenplay,false
2004,Finding Nemo,"Animation,Adventure,Comedy",506521537,1,Best Original Screenplay,false
2004,Les invasions barbares,"Comedy,Crime,Drama",4565014,153,Best Original Screenplay,false
2004,The Lord of the Rings: The Return of the King,"Action,Adventure,Drama",502535053,2,Best Adapted Screenplay,true
2004,American Splendor,"Biography,Comedy,Drama",7984770,140,Best Adapted Screenplay,false
2004,Cidade de Deus,"Crime,Drama",10059318,149,Best Adapted Screenplay,false
2004,Mystic River,"Crime,Drama,Mystery",119879804,33,Best Adapted Screenplay,false
2004,Seabiscuit,"Drama,History,Sport",159969545,17,Best Adapted Screenplay,false
2004,Master and Commander: The Far Side of the World,"Action,Adventure,Drama",124924133,31,Best Cinematography,true
2004,Cidade de Deus,"Crime,Drama",10059318,149,Best Cinematography,false
2004,Girl with a Pearl Earring,"Biography,Drama,Romance",15473701,126,Best Cinematography,false
2004,Seabiscuit,"Drama,History,Sport",159969545,17,Best Cinematography,false
2004,Cold Mountain,"Adventure,Drama,History",127196556,30,Best Cinematography,false
2004,The Lord of the Rings: The Return of the King,"Action,Adventure,Drama",502535053,2,Best Visual Effects,true
2004,Master and Commander: The Far Side of the World,"Action,Adventure,Drama",124924133,31,Best Visual Effects,false
2004,Pirates of the Caribbean: The Curse of the Black Pearl,"Action,Adventure,Fantasy",406200510,3,Best Visual Effects,false
2004,Le seigneur des anneaux: Le retour du roi,"Action,Adventure,Drama",502535053,2,Best Directing,true
2004,Mystic River,"Crime,Drama,Mystery",119879804,33,Best Directing,false
2004,La Cité de Dieu,"Crime,Drama",10059318,149,Best Directing,false
2004,Master and commander: De l'autre côté du monde,"Action,Adventure,Drama",124924133,31,Best Directing,false
2004,Lost in Translation,"Drama",59298652,65,Best Directing,false
2003,Chicago,"Comedy,Crime,Musical",233841899,10,Best Picture,true
2003,Gangs of New York,"Crime,Drama",106602440,34,Best Picture,false
2003,The Pianist,"Biography,Drama,Music",44624430,80,Best Picture,false
2003,The Lord of the Rings: The Two Towers,"Adventure,Drama,Fantasy",469295370,2,Best Picture,false
2003,The Hours,"Drama,Romance",57096111,57,Best Picture,false
2003,Le pianiste,"Biography,Drama,Music",44624430,80,Best Directing,true
2003,Gangs of New York,"Crime,Drama",106602440,34,Best Directing,false
2003,Parle avec elle,"Drama,Mystery,Romance",12719443,143,Best Directing,false
2003,Chicago,"Comedy,Crime,Musical",233841899,10,Best Directing,false
2003,The Hours,"Drama,Romance",57096111,57,Best Directing,false
2003,Hable con ella,"Drama,Mystery,Romance",12719443,143,Best Original Screenplay,true
2003,Y tu mamá también,"Adventure,Comedy,Drama",18662596,115,Best Original Screenplay,false
2003,Gangs of New York,"Crime,Drama",106602440,34,Best Original Screenplay,false
2003,Far from Heaven,"Drama",21721333,121,Best Original Screenplay,false
2003,My Big Fat Greek Wedding,"Comedy,Drama,Romance",330770344,5,Best Original Screenplay,false
2003,The Pianist,"Biography,Drama,Music",44624430,80,Best Adapted Screenplay,true
2003,Adaptation.,"Comedy,Drama",30476829,103,Best Adapted Screenplay,false
2003,Chicago,"Comedy,Crime,Musical",233841899,10,Best Adapted Screenplay,false
2003,About a Boy,"Comedy,Drama,Romance",56697830,59,Best Adapted Screenplay,false
2003,The Hours,"Drama,Romance",57096111,57,Best Adapted Screenplay,false
2003,Road to Perdition,"Crime,Drama,Thriller",143103023,24,Best Cinematography,true
2003,Chicago,"Comedy,Crime,Musical",233841899,10,Best Cinematography,false
2003,Gangs of New York,"Crime,Drama",106602440,34,Best Cinematography,false
2003,The Pianist,"Biography,Drama,Music",44624430,80,Best Cinematography,false
2003,Far from Heaven,"Drama",21721333,121,Best Cinematography,false
2003,The Lord of the Rings: The Two Towers,"Adventure,Drama,Fantasy",469295370,2,Best Visual Effects,true
2003,Spider-Man,"Action,Adventure,Sci-Fi",553077733,1,Best Visual Effects,false
2003,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",425625548,3,Best Visual Effects,false
2002,A Beautiful Mind,"Biography,Drama",239039277,11,Best Picture,true
2002,Gosford Park,"Comedy,Drama,Mystery",57832061,58,Best Picture,false
2002,In the Bedroom,"Crime,Drama",50302845,67,Best Picture,false
2002,The Lord of the Rings: The Fellowship of the Ring,"Adventure,Drama,Fantasy",441762650,2,Best Picture,false
2002,Moulin Rouge!,"Drama,Musical,Romance",80341249,42,Best Picture,false
2002,Un homme d'exception,"Biography,Drama",239039277,11,Best Directing,true
2002,Mulholland Drive,"Drama,Mystery,Thriller",10108340,136,Best Directing,false
2002,Le seigneur des anneaux: La communauté de l'anneau,"Adventure,Drama,Fantasy",441762650,2,Best Directing,false
2002,La chute du faucon noir,"Drama,History,War",152094243,18,Best Directing,false
2002,Gosford Park,"Comedy,Drama,Mystery",57832061,58,Best Directing,false
2002,Gosford Park,"Comedy,Drama,Mystery",57832061,58,Best Original Screenplay,true
2002,The Royal Tenenbaums,"Comedy,Drama",73309614,47,Best Original Screenplay,false
2002,Le fabuleux destin d'Amélie Poulain,"Comedy,Romance",46515698,70,Best Original Screenplay,false
2002,Memento,"Mystery,Thriller",35762813,86,Best Original Screenplay,false
2002,Monster's Ball,"Drama,Romance",43754149,75,Best Original Screenplay,false
2002,A Beautiful Mind,"Biography,Drama",239039277,11,Best Adapted Screenplay,true
2002,Ghost World,"Comedy,Drama",8704988,141,Best Adapted Screenplay,false
2002,In the Bedroom,"Crime,Drama",50302845,67,Best Adapted Screenplay,false
2002,The Lord of the Rings: The Fellowship of the Ring,"Adventure,Drama,Fantasy",441762650,2,Best Adapted Screenplay,false
2002,Shrek,"Animation,Adventure,Comedy",374731015,4,Best Adapted Screenplay,false
2002,The Lord of the Rings: The Fellowship of the Ring,"Adventure,Drama,Fantasy",441762650,2,Best Cinematography,true
2002,Black Hawk Down,"Drama,History,War",152094243,18,Best Cinematography,false
2002,Le fabuleux destin d'Amélie Poulain,"Comedy,Romance",46515698,70,Best Cinematography,false
2002,Moulin Rouge!,"Drama,Musical,Romance",80341249,42,Best Cinematography,false
2002,The Man Who Wasn't There,"Crime,Drama",10492788,133,Best Cinematography,false
2002,The Lord of the Rings: The Fellowship of the Ring,"Adventure,Drama,Fantasy",441762650,2,Best Visual Effects,true
2002,Artificial Intelligence: AI,"Adventure,Drama,Sci-Fi",110063364,28,Best Visual Effects,false
2002,Pearl Harbor,"Action,Drama,History",277959575,7,Best Visual Effects,false
2001,Wo hu cang long,"Action,Adventure,Fantasy",181871998,12,Best Cinematography,true
2001,Gladiator,"Action,Adventure,Drama",266541706,4,Best Cinematography,false
2001,Malèna,"Comedy,Drama,Romance",4869243,153,Best Cinematography,false
2001,"O Brother, Where Art Thou?","Adventure,Comedy,Crime",64627874,54,Best Cinematography,false
2001,The Patriot,"Action,Drama,History",160929085,19,Best Cinematography,false
2001,Traffic,"Crime,Drama,Thriller",176244329,15,Best Directing,true
2001,Tigre et dragon,"Action,Adventure,Fantasy",181871998,12,Best Directing,false
2001,Gladiator,"Action,Adventure,Drama",266541706,4,Best Directing,false
2001,Billy Elliot,"Drama,Music,Romance",31233273,90,Best Directing,false
2001,"Erin Brockovich, seule contre tous","Biography,Drama",178345191,13,Best Directing,false
2001,Gladiator,"Action,Adventure,Drama",266541706,4,Best Visual Effects,true
2001,The Perfect Storm,"Action,Adventure,Drama",259318176,6,Best Visual Effects,false
2001,Hollow Man,"Action,Horror,Sci-Fi",103957262,31,Best Visual Effects,false
2001,Gladiator,"Action,Adventure,Drama",266541706,4,Best Picture,true
2001,Erin Brockovich,"Biography,Drama",178345191,13,Best Picture,false
2001,Chocolat,"Drama,Romance",101543295,32,Best Picture,false
2001,Wo hu cang long,"Action,Adventure,Fantasy",181871998,12,Best Picture,false
2001,Traffic,"Crime,Drama,Thriller",176244329,15,Best Picture,false
2001,Traffic,"Crime,Drama,Thriller",176244329,15,Best Adapted Screenplay,true
2001,Chocolat,"Drama,Romance",101543295,32,Best Adapted Screenplay,false
2001,"O Brother, Where Art Thou?","Adventure,Comedy,Crime",64627874,54,Best Adapted Screenplay,false
2001,Wo hu cang long,"Action,Adventure,Fantasy",181871998,12,Best Adapted Screenplay,false
2001,Wonder Boys,"Comedy,Drama",27533024,95,Best Adapted Screenplay,false
2001,Almost Famous,"Adventure,Comedy,Drama",46199487,76,Best Original Screenplay,true
2001,Billy Elliot,"Drama,Music,Romance",31233273,90,Best Original Screenplay,false
2001,Erin Brockovich,"Biography,Drama",178345191,13,Best Original Screenplay,false
2001,Gladiator,"Action,Adventure,Drama",266541706,4,Best Original Screenplay,false
2001,You Can Count on Me,"Drama",13035990,126,Best Original Screenplay,false
2000,American Beauty,"Drama",189941037,13,Best Cinematography,true
2000,The End of the Affair,"Drama,Romance",15563814,122,Best Cinematography,false
2000,Snow Falling on Cedars,"Drama,Mystery,Romance",20992395,103,Best Cinematography,false
2000,The Insider,"Biography,Drama,Thriller",42289187,70,Best Cinematography,false
2000,Sleepy Hollow,"Fantasy,Horror,Mystery",147564392,21,Best Cinematography,false
2000,American Beauty,"Drama",189941037,13,Best Directing,true
2000,"L'oeuvre de Dieu, la part du diable","Drama,Romance",84015834,41,Best Directing,false
2000,Sixième sens,"Drama,Mystery,Thriller",428519186,2,Best Directing,false
2000,Révélations,"Biography,Drama,Thriller",42289187,70,Best Directing,false
2000,Dans la peau de John Malkovich,"Comedy,Drama,Fantasy",33374031,80,Best Directing,false
2000,The Matrix,"Action,Sci-Fi",250360697,5,Best Visual Effects,true
2000,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",692835228,1,Best Visual Effects,false
2000,Stuart Little,"Adventure,Comedy,Family",204451635,11,Best Visual Effects,false
2000,American Beauty,"Drama",189941037,13,Best Picture,true
2000,The Cider House Rules,"Drama,Romance",84015834,41,Best Picture,false
2000,The Green Mile,"Crime,Drama,Fantasy",199730006,12,Best Picture,false
2000,The Insider,"Biography,Drama,Thriller",42289187,70,Best Picture,false
2000,The Sixth Sense,"Drama,Mystery,Thriller",428519186,2,Best Picture,false
2000,The Cider House Rules,"Drama,Romance",84015834,41,Best Adapted Screenplay,true
2000,Election,"Comedy,Drama,Romance",21724151,101,Best Adapted Screenplay,false
2000,The Green Mile,"Crime,Drama,Fantasy",199730006,12,Best Adapted Screenplay,false
2000,The Talented Mr. Ripley,"Crime,Drama,Thriller",118695466,26,Best Adapted Screenplay,false
2000,The Insider,"Biography,Drama,Thriller",42289187,70,Best Adapted Screenplay,false
2000,American Beauty,"Drama",189941037,13,Best Original Screenplay,true
2000,Being John Malkovich,"Comedy,Drama,Fantasy",33374031,80,Best Original Screenplay,false
2000,Magnolia,"Drama",32785724,81,Best Original Screenplay,false
2000,The Sixth Sense,"Drama,Mystery,Thriller",428519186,2,Best Original Screenplay,false
2000,Topsy-Turvy,"Biography,Comedy,Drama",9054565,142,Best Original Screenplay,false
1999,Saving Private Ryan,"Drama,War",326976772,1,Best Cinematography,true
1999,Elizabeth,"Biography,Drama,History",45424875,62,Best Cinematography,false
1999,The Thin Red Line,"Drama,War",54964741,57,Best Cinematography,false
1999,A Civil Action,"Drama",85621380,37,Best Cinematography,false
1999,Shakespeare in Love,"Comedy,Drama,History",151479868,18,Best Cinematography,false
1999,Il faut sauver le soldat Ryan,"Drama,War",326976772,1,Best Directing,true
1999,Shakespeare in Love,"Comedy,Drama,History",151479868,18,Best Directing,false
1999,The Truman Show,"Comedy,Drama,Sci-Fi",189683483,12,Best Directing,false
1999,La vie est belle,"Comedy,Drama,Romance",86973352,31,Best Directing,false
1999,La ligne rouge,"Drama,War",54964741,57,Best Directing,false
1999,What Dreams May Come,"Drama,Fantasy,Romance",83782414,39,Best Visual Effects,true
1999,Armageddon,"Action,Adventure,Sci-Fi",304375820,2,Best Visual Effects,false
1999,Mighty Joe Young,"Action,Adventure,Family",76454375,43,Best Visual Effects,false
1999,Shakespeare in Love,"Comedy,Drama,History",151479868,18,Best Picture,true
1999,Elizabeth,"Biography,Drama,History",45424875,62,Best Picture,false
1999,Saving Private Ryan,"Drama,War",326976772,1,Best Picture,false
1999,The Thin Red Line,"Drama,War",54964741,57,Best Picture,false
1999,La vita è bella,"Comedy,Drama,Romance",86973352,31,Best Picture,false
1999,Gods and Monsters,"Biography,Drama",9648948,137,Best Adapted Screenplay,true
1999,Out of Sight,"Crime,Drama,Romance",56719477,55,Best Adapted Screenplay,false
1999,The Thin Red Line,"Drama,War",54964741,57,Best Adapted Screenplay,false
1999,Primary Colors,"Comedy,Drama",58838746,52,Best Adapted Screenplay,false
1999,A Simple Plan,"Crime,Drama,Thriller",24630762,94,Best Adapted Screenplay,false
1999,Shakespeare in Love,"Comedy,Drama,History",151479868,18,Best Original Screenplay,true
1999,Bulworth,"Comedy,Drama,Romance",40054009,68,Best Original Screenplay,false
1999,Saving Private Ryan,"Drama,War",326976772,1,Best Original Screenplay,false
1999,La vita è bella,"Comedy,Drama,Romance",86973352,31,Best Original Screenplay,false
1999,The Truman Show,"Comedy,Drama,Sci-Fi",189683483,12,Best Original Screenplay,false
1998,Titanic,"Drama,Romance",1021954337,1,Best Cinematography,true
1998,Amistad,"Drama,History",68471860,48,Best Cinematography,false
1998,Kundun,"Biography,Drama,History",8575066,141,Best Cinematography,false
1998,L.A. Confidential,"Crime,Drama,Mystery",100156257,22,Best Cinematography,false
1998,The Wings of the Dove,"Drama,Romance",21263496,102,Best Cinematography,false
1998,Titanic,"Drama,Romance",1021954337,1,Best Directing,true
1998,De beaux lendemains,"Drama",5041610,157,Best Directing,false
1998,L.A. Confidential,"Crime,Drama,Mystery",100156257,22,Best Directing,false
1998,Will Hunting,"Drama,Romance",214571824,7,Best Directing,false
1998,The Full Monty: Le grand jeu,"Comedy,Drama",71222689,43,Best Directing,false
1998,Titanic,"Drama,Romance",1021954337,1,Best Visual Effects,true
1998,The Lost World: Jurassic Park,"Action,Adventure,Sci-Fi",355084352,3,Best Visual Effects,false
1998,Starship Troopers,"Action,Adventure,Sci-Fi",84962284,34,Best Visual Effects,false
1998,Titanic,"Drama,Romance",1021954337,1,Best Picture,true
1998,L.A. Confidential,"Crime,Drama,Mystery",100156257,22,Best Picture,false
1998,As Good as It Gets,"Comedy,Drama,Romance",230140917,6,Best Picture,false
1998,The Full Monty,"Comedy,Drama",71222689,43,Best Picture,false
1998,Good Will Hunting,"Drama,Romance",214571824,7,Best Picture,false
1998,L.A. Confidential,"Crime,Drama,Mystery",100156257,22,Best Adapted Screenplay,true
1998,The Sweet Hereafter,"Drama",5041610,157,Best Adapted Screenplay,false
1998,Wag the Dog,"Comedy,Drama",66684912,50,Best Adapted Screenplay,false
1998,Donnie Brasco,"Biography,Crime,Drama",64960131,52,Best Adapted Screenplay,false
1998,The Wings of the Dove,"Drama,Romance",21263496,102,Best Adapted Screenplay,false
1998,Good Will Hunting,"Drama,Romance",214571824,7,Best Original Screenplay,true
1998,Boogie Nights,"Drama",40920992,77,Best Original Screenplay,false
1998,Deconstructing Harry,"Comedy",16382060,113,Best Original Screenplay,false
1998,As Good as It Gets,"Comedy,Drama,Romance",230140917,6,Best Original Screenplay,false
1998,The Full Monty,"Comedy,Drama",71222689,43,Best Original Screenplay,false
1997,The English Patient,"Drama,Romance,War",123482745,19,Best Cinematography,true
1997,Evita,"Biography,Drama,History",78574071,31,Best Cinematography,false
1997,Fargo,"Crime,Drama,Thriller",38640800,66,Best Cinematography,false
1997,Fly Away Home,"Adventure,Drama,Family",38474548,67,Best Cinematography,false
1997,Michael Collins,"Biography,Drama,Thriller",17415317,121,Best Cinematography,false
1997,Le patient anglais,"Drama,Romance,War",123482745,19,Best Directing,true
